Tipo convocatoria;Id convocatoria;ccaa;prv;circunscripcion;municipio;distrito;candidatura;votos;votos validos;votos censo;votos candidaturas;tipo de representante;representantes
4;202305;;;;;;OLTZAKO HERRIA;426;0;0;0;Concejales;4
4;202305;;;;;;SOCIALISTAS POR VILLANUEVA;425;0;0;0;Concejales;4
4;202305;;;;;;SOM-HI SANT VICENÇ/PRIMÀRIES;425;0;0;0;Concejales;2
4;202305;;;;;;AS ZIZUR;423;0;0;0;Concejales;1
4;202305;;;;;;GENT DE CARCAIXENT;423;0;0;0;Concejales;0
4;202305;;;;;;LARRAGA CUENTA;422;0;0;0;Concejales;5
4;202305;;;;;;LEKUNBERRIKO TALDEA;422;0;0;0;Concejales;4
4;202305;;;;;;INDEPENDIENTES POR CHAPINERIA;422;0;0;0;Concejales;4
4;202305;;;;;;AGRUPACIÓ D'ELECTORES I D'ELECTORS 'PER SANTA BÁRBARA';422;0;0;0;Concejales;3
4;202305;;;;;;UNIDOS POR ALGÁMITAS;421;0;0;0;Concejales;4
4;202305;;;;;;AGRUPACION PUEBLO DE VENTAS;420;0;0;0;Concejales;3
4;202305;;;;;;SOCIALISTAS INDEPENDIENTES POR CASTILLEJA;420;0;0;0;Concejales;1
4;202305;;;;;;INDEPENDIENTES POR ALMONTE;420;0;0;0;Concejales;0
4;202305;;;;;;FOMENT MARTINENC;419;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACION DE ELECTORES ISUSKIZA;419;0;0;0;Concejales;2
4;202305;;;;;;AGRUPACIÓN DE ELECTORES KAIXO;418;0;0;0;Concejales;7
4;202305;;;;;;VECINOS POR TRASPINEDO;418;0;0;0;Concejales;5
4;202305;;;;;;AGRUPACIÓN DE ELECTORES 'EL ALCORNOQUE' DE VILLAVICIOSA DE CÓRDOBA;418;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACION REPUBLICANA DE COSLADA;417;0;0;0;Concejales;0
4;202305;;;;;;CANDIDATURA POPULAR IRANTZU HERRI KANDIDATURA;416;0;0;0;Concejales;5
4;202305;;;;;;JUNTOS POR FUENTE EL SAZ;416;0;0;0;Concejales;2
4;202305;;;;;;UNIDOS SALOU ACCIÓ PLURAL;416;0;0;0;Concejales;1
4;202305;;;;;;BUÑUEL INDEPENDIENTE;415;0;0;0;Concejales;3
4;202305;;;;;;RUES@S UNID@S ADIANTE;414;0;0;0;Concejales;2
4;202305;;;;;;TOTHOM AGRUPACIÓ ELECTORAL DEL PONT DE SUERT;413;0;0;0;Concejales;5
4;202305;;;;;;MOVEMENTO X POIO;412;0;0;0;Concejales;0
4;202305;;;;;;RESET-REINICIO POLITICO;412;0;0;0;Concejales;0
4;202305;;;;;;MOVEM PRATS;411;0;0;0;Concejales;3
4;202305;;;;;;PLATAFORMA IMPULSO MIAMI-MONT ROIG;411;0;0;0;Concejales;2
4;202305;;;;;;AGRUPACION DE ELECTORES CONTIGO VVA DEL RIO Y MINAS;410;0;0;0;Concejales;2
4;202305;;;;;;PARTIDO CARTAGENERISTA;410;0;0;0;Concejales;0
4;202305;;;;;;INDEPENDENTS FOGARS;408;0;0;0;Concejales;6
4;202305;;;;;;POR FRESNEDILLAS;408;0;0;0;Concejales;5
4;202305;;;;;;AGRUPACIÓN DE ELECTORES ALTERNATIVA POR HIGUERA;408;0;0;0;Concejales;4
4;202305;;;;;;PARTIDO GENTE DE ZAHARA;408;0;0;0;Concejales;0
4;202305;;;;;;POR ALCAZAR;407;0;0;0;Concejales;0
4;202305;;;;;;PLATAFORMA POR FUERTEVENTURA;407;0;0;0;Concejales;0
4;202305;;;;;;VECINOS POR COLLADO MEDIANO;406;0;0;0;Concejales;1
4;202305;;;;;;GENT D'ARTES;405;0;0;0;Concejales;2
4;202305;;;;;;CIUDADANOS VILLA DE FUENTE ALAMO;404;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION INDEPENDIENTE MENDIBELZU;402;0;0;0;Concejales;5
4;202305;;;;;;AGRUPACION DE ELECTORES ALEDO AVANZA;401;0;0;0;Concejales;5
4;202305;;;;;;POR SAN JUAN;401;0;0;0;Concejales;0
4;202305;;;;;;ORMAIZTEGI BATZEN;400;0;0;0;Concejales;6
4;202305;;;;;;SOMOS DUERO;399;0;0;0;Concejales;1
4;202305;;;;;;AIRE NUEVO MAGALLON;398;0;0;0;Concejales;5
4;202305;;;;;;CAPARROSO PRESENTE FUTURO;398;0;0;0;Concejales;3
4;202305;;;;;;UNIO INDEPENDENT CARRIONERA;398;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACIO INDEPENDENT GENERAL D'URBANITZACIONS I ASSOCIACIONS;397;0;0;0;Concejales;1
4;202305;;;;;;PARTIDO REGIONALISTA DEL PAIS LEONES;397;0;0;0;Concejales;0
4;202305;;;;;;COALICION MADRID CAPITAL;396;0;0;0;Concejales;0
4;202305;;;;;;ARA I SEMPRE SANT ESTEVE;394;0;0;0;Concejales;2
4;202305;;;;;;UNIDOS POR IZA;393;0;0;0;Concejales;5
4;202305;;;;;;FEM POBLE! ULLDECONA;393;0;0;0;Concejales;2
4;202305;;;;;;PARTICIPA CASTELLDEFELS;392;0;0;0;Concejales;0
4;202305;;;;;;PER AIELO;391;0;0;0;Concejales;1
4;202305;;;;;;INDEPENDIENTES-TORREMOCHA-ELRETIRO-TOMILLARES-LACERRADA;390;0;0;0;Concejales;6
4;202305;;;;;;ALTERNATIVA SENIENCA;390;0;0;0;Concejales;2
4;202305;;;;;;SOMFONTPINEDA;390;0;0;0;Concejales;1
4;202305;;;;;;MOVIMENT ALTERNATIU DE LLINARS;390;0;0;0;Concejales;1
4;202305;;;;;;ALANTRE VERDES EQUO;390;0;0;0;Concejales;1
4;202305;;;;;;ACCIÓN RURAL GUADALAJARA ABIERTA;388;0;0;0;Concejales;14
4;202305;;;;;;VECINOS ACTIVOS POR LAS CABEZAS;388;0;0;0;Concejales;0
4;202305;;;;;;MC LA UNION;388;0;0;0;Concejales;0
4;202305;;;;;;BLOC NACIONALISTA CATALÁ;387;0;0;0;Concejales;2
4;202305;;;;;;AGRUPACION AYUNTAMIENTO BERRIOPLANO;387;0;0;0;Concejales;2
4;202305;;;;;;OLLOKIESTERIBAR;386;0;0;0;Concejales;3
4;202305;;;;;;MÉS SANT POL;386;0;0;0;Concejales;2
4;202305;;;;;;MARCA MEDIA;386;0;0;0;Concejales;1
4;202305;;;;;;VECINOS POR CHAUCHINA;385;0;0;0;Concejales;2
4;202305;;;;;;GRUPO INDEPENDIENTE PARA RIBERA DEL FRESNO;385;0;0;0;Concejales;2
4;202305;;;;;;NO ADSCRITOS ARRIGORRIAGA;385;0;0;0;Concejales;1
4;202305;;;;;;VECINOS POR CERCEDILLA;385;0;0;0;Concejales;1
4;202305;;;;;;PLATAFORMA CIVIL ENGUERINA;385;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION NEKEAS;382;0;0;0;Concejales;7
4;202305;;;;;;TRABAJANDO POR GELSA;382;0;0;0;Concejales;6
4;202305;;;;;;IBROS, UNIDAD Y FUTURO;382;0;0;0;Concejales;2
4;202305;;;;;;SOMOS VALLE - HARANA GARA;381;0;0;0;Concejales;1
4;202305;;;;;;TU ELIGES;380;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION ROBLEDANA DE ELECTORES INDEPENDIENTES;379;0;0;0;Concejales;5
4;202305;;;;;;AGRUPACION CIVICA SALENSE;377;0;0;0;Concejales;4
4;202305;;;;;;CHIVA SOMOS TODOS;377;0;0;0;Concejales;0
4;202305;;;;;;LINARES PRIMERO;377;0;0;0;Concejales;0
4;202305;;;;;;CASTELLNOU ES MOU;376;0;0;0;Concejales;5
4;202305;;;;;;UNION SERRANA;376;0;0;0;Concejales;4
4;202305;;;;;;INDEPENDIENTES POR LOS ARCOS;375;0;0;0;Concejales;5
4;202305;;;;;;ALTERNATIVA TORREDEMBARRA;375;0;0;0;Concejales;1
4;202305;;;;;;FUERZA CANARIA UNIDAD DEMOCRÁTICA;375;0;0;0;Concejales;0
4;202305;;;;;;CASTELL EN POSITIU;374;0;0;0;Concejales;4
4;202305;;;;;;INDEPENDIENTES POR YERRI;374;0;0;0;Concejales;4
4;202305;;;;;;UNION DE CIUDADANOS INDEPENDIENTES (UCIN) - PARTIDO ÁGORA (ÁGORA);374;0;0;0;Concejales;0
4;202305;;;;;;SOLUCIONES INDEPENDIENTES PARA ROQUETAS DE MAR;374;0;0;0;Concejales;0
4;202305;;;;;;IZALBERRI;373;0;0;0;Concejales;3
4;202305;;;;;;SEMPRE X CERVELLÓ;373;0;0;0;Concejales;1
4;202305;;;;;;RENOVACIÓ DEMOCRÁTICA CENTRISTA VALENCIANA;371;0;0;0;Concejales;3
4;202305;;;;;;UNIDOS POR LEBRIJA;371;0;0;0;Concejales;0
4;202305;;;;;;MENDAVIA DECIDE;370;0;0;0;Concejales;2
4;202305;;;;;;PARTIT PEL DESENVOLUPAMENT DE FONTPINEDA;370;0;0;0;Concejales;1
4;202305;;;;;;AINZÓN VIVO;368;0;0;0;Concejales;5
4;202305;;;;;;ALIANZA DE LA IZQUIERDA REPUBLICANA DE ESPAÑA;368;0;0;0;Concejales;0
4;202305;;;;;;UNIDADE POR RODEIRO;367;0;0;0;Concejales;2
4;202305;;;;;;PLATAFORMA SERRANIA ES FUTURO;367;0;0;0;Concejales;2
4;202305;;;;;;AGRUPACIÓN DE ELECTORES DE SANT JOAN DE LABRIJA;367;0;0;0;Concejales;2
4;202305;;;;;;PLATAFORMA DE URBANIZACIONES DE GODELLETA;367;0;0;0;Concejales;2
4;202305;;;;;;MUROS CENTRADO;367;0;0;0;Concejales;1
4;202305;;;;;;INICIATIVA MUNICIPAL DE PERSONES UNIDES LLIURE Y SOLIDARIAMENT;365;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION INDEPENDIENTE ALDEANA;364;0;0;0;Concejales;6
4;202305;;;;;;AIARA BATUZ - TRABAJANDO POR LOS PUEBLOS;364;0;0;0;Concejales;3
4;202305;;;;;;ENDAVANT VILANOVA;363;0;0;0;Concejales;9
4;202305;;;;;;POR TI, POR ELDA CON SENTIDO COMÚN;362;0;0;0;Concejales;0
4;202305;;;;;;VERDES EQUO-MAS LORCA;362;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION VECINAL POR VOTO;361;0;0;0;Concejales;2
4;202305;;;;;;PARTIDO VECINAL DE CALVIÁ;360;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION DE ELECTORES 'POR CALZADA DE VALDUNCIEL';358;0;0;0;Concejales;7
4;202305;;;;;;ZEGAMA LANTZEN;358;0;0;0;Concejales;4
4;202305;;;;;;INDEPENDIENTES DE ESTERIBAR;358;0;0;0;Concejales;3
4;202305;;;;;;PUEBLO UNIDO;357;0;0;0;Concejales;4
4;202305;;;;;;POR LA TORRE;357;0;0;0;Concejales;0
4;202305;;;;;;ALMERÍA VIVA;357;0;0;0;Concejales;0
4;202305;;;;;;INDEPENDIENTES POR ALCONCHEL;356;0;0;0;Concejales;3
4;202305;;;;;;COALICION ELECTORAL FEDERACION DE LOS INDEPENDIENTES DE ARAGON - PARTIDO INDEPENDIENTE DE LAS LOMAS;356;0;0;0;Concejales;1
4;202305;;;;;;SOM ALTERNATIVA;356;0;0;0;Concejales;1
4;202305;;;;;;NOVA ALTERNATIVA;356;0;0;0;Concejales;1
4;202305;;;;;;PLIEGO AHORA SÍ;356;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION ESCORIAL NORTE;354;0;0;0;Concejales;0
4;202305;;;;;;ALGIMIA DE NOU EN MOVIMENT;353;0;0;0;Concejales;5
4;202305;;;;;;VIA ALFOZ;353;0;0;0;Concejales;3
4;202305;;;;;;PLATAFORMA DE LERÍN;352;0;0;0;Concejales;4
4;202305;;;;;;INDEPENDENTS PER SANT PERE;352;0;0;0;Concejales;2
4;202305;;;;;;POR;352;0;0;0;Concejales;1
4;202305;;;;;;RECORTES CERO;352;0;0;0;Concejales;0
4;202305;;;;;;ALBOLOTE AVANZA CIUDAD;352;0;0;0;Concejales;0
4;202305;;;;;;MAS PUEBLO LA CUEVA;351;0;0;0;Concejales;3
4;202305;;;;;;FEM POBLE;350;0;0;0;Concejales;1
4;202305;;;;;;LO NOSTRE;349;0;0;0;Concejales;0
4;202305;;;;;;UNITS PER BENICULL;347;0;0;0;Concejales;5
4;202305;;;;;;REINOSA EN COMUN;347;0;0;0;Concejales;1
4;202305;;;;;;BLANCA LO PRIMERO;346;0;0;0;Concejales;1
4;202305;;;;;;INDEPENDENTS PER AL PROGRÉS DE RODA;345;0;0;0;Concejales;2
4;202305;;;;;;MILLOREM CANET PRIMÀRIES;345;0;0;0;Concejales;1
4;202305;;;;;;AYAMONTE AHORA;343;0;0;0;Concejales;0
4;202305;;;;;;TOTS SOM LA BISBAL-URBANIZACIONES UNIDAS;342;0;0;0;Concejales;2
4;202305;;;;;;LA PEPA LO NUESTRO;342;0;0;0;Concejales;0
4;202305;;;;;;PARTIDO INDEPENDIENTE DE ESPARRAGOSA DE LA SERENA;341;0;0;0;Concejales;3
4;202305;;;;;;NACION ANDALUZA;341;0;0;0;Concejales;0
4;202305;;;;;;FEIM CAIMARI;340;0;0;0;Concejales;1
4;202305;;;;;;CALASPARRA VIVA;340;0;0;0;Concejales;1
4;202305;;;;;;SOLO GALAPAGAR;340;0;0;0;Concejales;0
4;202305;;;;;;MOVIMIENTO VECINAL POR PARACUELLOS;339;0;0;0;Concejales;0
4;202305;;;;;;GRUPO INDEPENDIENTE DE CORTES Y GRAENA;338;0;0;0;Concejales;4
4;202305;;;;;;TÚ APORTAS;337;0;0;0;Concejales;1
4;202305;;;;;;IMPULSA HUERTA;336;0;0;0;Concejales;5
4;202305;;;;;;AVANZA VALDEMANCO;336;0;0;0;Concejales;5
4;202305;;;;;;CIUDADANOS INDEPENDIENTES DE LINARES UNIDOS;336;0;0;0;Concejales;0
4;202305;;;;;;ALTERNATIVA INDEPENDIENTE DE A CAPELA;335;0;0;0;Concejales;4
4;202305;;;;;;UNIDOS POR BETANCURIA;335;0;0;0;Concejales;4
4;202305;;;;;;PARTIDO DEMOCRATICO DE COLMENAR DE OREJA;335;0;0;0;Concejales;1
4;202305;;;;;;LEGAZPIKO BERDEA + INDEPENDIENTES;333;0;0;0;Concejales;1
4;202305;;;;;;BIZKAIA BAI;333;0;0;0;Concejales;0
4;202305;;;;;;PARTIDO SOCIAL LOREÑO;333;0;0;0;Concejales;0
4;202305;;;;;;ARA SI;332;0;0;0;Concejales;1
4;202305;;;;;;ACTUANDO CONTIGO PARTIDO PARA LA SOCIEDAD;332;0;0;0;Concejales;0
4;202305;;;;;;MASSALFASSAR EN MARXA;331;0;0;0;Concejales;3
4;202305;;;;;;UNION Y COMPROMISO COLMENAREJO;331;0;0;0;Concejales;1
4;202305;;;;;;JUNTOS POR MARACENA;331;0;0;0;Concejales;0
4;202305;;;;;;FORO CIUDADANO DE VILLALBA;329;0;0;0;Concejales;1
4;202305;;;;;;PROPONEMOS POR LAS MINORÍAS;328;0;0;0;Concejales;0
4;202305;;;;;;GRUPO INDEPENDIENTE DE TRABAJO POR MELIDA;327;0;0;0;Concejales;7
4;202305;;;;;;PORVIR;327;0;0;0;Concejales;3
4;202305;;;;;;POR VILLANUEVA DE ALGAIDAS;327;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACIÓN ELECTORAL EL ENCINAR;327;0;0;0;Concejales;1
4;202305;;;;;;PARTIDO ANDALUSI;327;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION INDEPENDIENTE ALFAJARIN;324;0;0;0;Concejales;3
4;202305;;;;;;MI RUS;324;0;0;0;Concejales;1
4;202305;;;;;;BURGUILLOS VECINAL CANDIDATURA CIUDADANA;321;0;0;0;Concejales;2
4;202305;;;;;;AGRUPACIÓN INDEPENDIENTE POR CASATEJADA;320;0;0;0;Concejales;4
4;202305;;;;;;SEGUN LAS OBRAS;320;0;0;0;Concejales;3
4;202305;;;;;;ALTERNATIVA DURQUEÑA;320;0;0;0;Concejales;1
4;202305;;;;;;MAZO ACTIVA AGRUPACION ELECTORAL;320;0;0;0;Concejales;1
4;202305;;;;;;PARTIDO INDEPENDIENTE POR LAS NACIONALIDADES;319;0;0;0;Concejales;2
4;202305;;;;;;AGORA;318;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACIÓN DE ELECTORES TORREBLANCA DECIDE;318;0;0;0;Concejales;1
4;202305;;;;;;PARTIDO PRIMERO OGÍJARES;318;0;0;0;Concejales;0
4;202305;;;;;;UNIDAS SI SE PUEDE-SANTA COLOMA DE GRAMENET;318;0;0;0;Concejales;0
4;202305;;;;;;INDEPENDENTS VILADRAU;317;0;0;0;Concejales;4
4;202305;;;;;;+ FUTURO CHOZAS DE CANALES;317;0;0;0;Concejales;2
4;202305;;;;;;ALMADÉN SI IMPORTA;317;0;0;0;Concejales;1
4;202305;;;;;;INICIATIVA POR MIRANDA;316;0;0;0;Concejales;5
4;202305;;;;;;FUTUR LLUBÍ-EL PI;316;0;0;0;Concejales;3
4;202305;;;;;;YO LA VALL;316;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACIÓ VILANOVINA INDEPENDENT;315;0;0;0;Concejales;6
4;202305;;;;;;HERRITAR ALTERNATIBA;315;0;0;0;Concejales;2
4;202305;;;;;;AGRUPACIÓ D´ELECTORS MOU CAMPANET;314;0;0;0;Concejales;2
4;202305;;;;;;XUNTOS POLO IRIXO;313;0;0;0;Concejales;3
4;202305;;;;;;VECINOS POR ARTICA Y BERRIOPLANO;313;0;0;0;Concejales;1
4;202305;;;;;;DEMOCRACIA MUNICIPAL;312;0;0;0;Concejales;6
4;202305;;;;;;INDEPENDIENTES POR RÁBADE;312;0;0;0;Concejales;3
4;202305;;;;;;GENT D'ESTRAC;312;0;0;0;Concejales;3
4;202305;;;;;;EZKIO ERAIKIZ;311;0;0;0;Concejales;7
4;202305;;;;;;LAPUEBLA AVANZA-LAPUEBLA AURRERANTZ;310;0;0;0;Concejales;5
4;202305;;;;;;AHORA ZARZALEJO;309;0;0;0;Concejales;4
4;202305;;;;;;INDEPENDIENTES DE PEZUELA;308;0;0;0;Concejales;5
4;202305;;;;;;LA ALTERNATIVA;308;0;0;0;Concejales;3
4;202305;;;;;;HERRIARENGATIK;307;0;0;0;Concejales;12
4;202305;;;;;;ENDAVANT LLORET;307;0;0;0;Concejales;4
4;202305;;;;;;AGRUPACION DE ELECTORES VILLA DE COCA;307;0;0;0;Concejales;2
4;202305;;;;;;PROGRESO DE CIUDADES;307;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION ELECTORAL INDEPENDIENTE DE IZQUIERDA DE AIBAR;306;0;0;0;Concejales;7
4;202305;;;;;;SOMOSXNAVADELREY;306;0;0;0;Concejales;2
4;202305;;;;;;MOVEMENTO VECIÑAL NEDA;306;0;0;0;Concejales;1
4;202305;;;;;;SA VEU DES POBLE + CS;305;0;0;0;Concejales;2
4;202305;;;;;;MO1-TE PEL CATLLAR;304;0;0;0;Concejales;2
4;202305;;;;;;AHORA SI DE EL ESPINAR;304;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACIÓN POR CAMARMA DE ESTERUELAS;302;0;0;0;Concejales;1
4;202305;;;;;;ARMENDU;301;0;0;0;Concejales;5
4;202305;;;;;;AVANZA COMARES;300;0;0;0;Concejales;4
4;202305;;;;;;AGRUPACION INDEPENDIENTE FALCESINA;300;0;0;0;Concejales;3
4;202305;;;;;;PARTIDO DEMOCRÁTICO CIEMPOZUELOS;300;0;0;0;Concejales;0
4;202305;;;;;;PARTIDO CANTONAL DE CARTAGENA;300;0;0;0;Concejales;0
4;202305;;;;;;SOM CALONGE I SAN ANTONI;299;0;0;0;Concejales;1
4;202305;;;;;;INDEPENDENTS DE SANT MARTÍ;298;0;0;0;Concejales;6
4;202305;;;;;;UNIDOS POR EL PUEBLO DE NERJA;297;0;0;0;Concejales;0
4;202305;;;;;;NUEVA ALIANZA;296;0;0;0;Concejales;1
4;202305;;;;;;SOMOS PUEBLO;296;0;0;0;Concejales;1
4;202305;;;;;;INDEPENDIENTES POR HERRERA DE DUERO;296;0;0;0;Concejales;1
4;202305;;;;;;COALICION DE IZQUIERDAS DE CASCANTE;295;0;0;0;Concejales;1
4;202305;;;;;;LIGANDO;295;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION INDEPENDIENTE DE PEDREZUELA;294;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION DE ELECTORES DE AS NEVES;294;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION LOCAL INDEPENDIENTE;293;0;0;0;Concejales;4
4;202305;;;;;;UNIDOS POR LECRIN;293;0;0;0;Concejales;2
4;202305;;;;;;ALTERNATIVA IZA;292;0;0;0;Concejales;4
4;202305;;;;;;NAVACERRADA GLOBAL;292;0;0;0;Concejales;2
4;202305;;;;;;IMPULSA;292;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACIÓ ELECTORS SELLA;291;0;0;0;Concejales;6
4;202305;;;;;;PARTIDO GALEGUISTA;291;0;0;0;Concejales;0
4;202305;;;;;;ALTERNATIVA DOS INDEPENDIENTES POR MALPICA;290;0;0;0;Concejales;1
4;202305;;;;;;SOMOS RIBADUMIA;290;0;0;0;Concejales;1
4;202305;;;;;;VEÏNS PER SANT VICENÇ DELS HORTS-CIUTADANS;290;0;0;0;Concejales;0
4;202305;;;;;;SENTIDO COMÚN POR SANLÚCAR;290;0;0;0;Concejales;0
4;202305;;;;;;UNION POR TRAZO;289;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION DE ELECTORES POR ALBALADEJO;287;0;0;0;Concejales;4
4;202305;;;;;;SOM FONDARELLA;287;0;0;0;Concejales;4
4;202305;;;;;;GENT DE VALLROMANES;287;0;0;0;Concejales;3
4;202305;;;;;;GATIKAKO TALDE INDEPENDIENTEA;287;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACION DE ELECTORES ALTERNATIVA TAGORO;287;0;0;0;Concejales;0
4;202305;;;;;;DEFIENDE LAS TORRES;286;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACIÓ D'ELECTORS 'SOM POBLE';285;0;0;0;Concejales;4
4;202305;;;;;;ALTERNATIVA POR CAÑAVERAL;285;0;0;0;Concejales;4
4;202305;;;;;;CORTES ENTRE TODOS;285;0;0;0;Concejales;2
4;202305;;;;;;ALTERNATIVA LOCAL DO PORRIÑO;285;0;0;0;Concejales;0
4;202305;;;;;;TOT PER BÚGER;284;0;0;0;Concejales;5
4;202305;;;;;;OLABERRITARRAK ETA OLABERRIAREKIN;284;0;0;0;Concejales;4
4;202305;;;;;;SON BURELA;284;0;0;0;Concejales;1
4;202305;;;;;;AVANZAMOS JUNTOS ESPAÑA;284;0;0;0;Concejales;0
4;202305;;;;;;GRUP INDEPENDENT IL.LUSIONA'T;283;0;0;0;Concejales;2
4;202305;;;;;;ASSEMBLEA PER VILAJUÏGA;282;0;0;0;Concejales;4
4;202305;;;;;;TOSSA SEMPRE!;282;0;0;0;Concejales;2
4;202305;;;;;;MONTEARROYO PARTIDO INDEPENDIENTE;281;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION INDEPENDIENTE AMESCOA BAJA;279;0;0;0;Concejales;7
4;202305;;;;;;GENT DE POBLE;279;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACIÓ D'ELECTORS INDEPENDENTS PER ES CASTELL;279;0;0;0;Concejales;1
4;202305;;;;;;VECINOS DE COBEÑA;279;0;0;0;Concejales;1
4;202305;;;;;;GENT PER LA VALL;278;0;0;0;Concejales;6
4;202305;;;;;;SOMOS CABANILLAS;278;0;0;0;Concejales;4
4;202305;;;;;;SOMOS VENTURADA;278;0;0;0;Concejales;2
4;202305;;;;;;AGRUPACION DE VECINOS POR VALENCINA;278;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACIÓN PROGRESISTA DE BENAOJÁN;277;0;0;0;Concejales;2
4;202305;;;;;;AGRUPACIÓN DE ELECTORES TEJEDA X EL CAMBIO;277;0;0;0;Concejales;2
4;202305;;;;;;INDEPENDENTS FORNALUTX;276;0;0;0;Concejales;5
4;202305;;;;;;TPLA-TRABAJANDO POR LOS ARCOS;276;0;0;0;Concejales;4
4;202305;;;;;;SOMOS CASTEJON;276;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACIÓ D'ELECTORS DE GUARDIOLA;275;0;0;0;Concejales;4
4;202305;;;;;;ALTERNATIVA POR GUARROMAN;275;0;0;0;Concejales;2
4;202305;;;;;;UNIDADE VECIÑAL DE DODRO;275;0;0;0;Concejales;2
4;202305;;;;;;HERRIRAKO;274;0;0;0;Concejales;2
4;202305;;;;;;MAS RINCON DE OLIVEDO;274;0;0;0;Concejales;2
4;202305;;;;;;CENTRADOS;274;0;0;0;Concejales;2
4;202305;;;;;;JIJONA NOS UNE;274;0;0;0;Concejales;1
4;202305;;;;;;VECINOS NÚCLEOS DE EL ESPINAR;274;0;0;0;Concejales;0
4;202305;;;;;;CIUDADANOS Y CIUDADANAS RURALES AGRUPADOS;273;0;0;0;Concejales;5
4;202305;;;;;;EN POSITIVO;273;0;0;0;Concejales;3
4;202305;;;;;;PARTIDO DEL TRABAJO-DEMOCRACIA EFECTIVA-REPUBLICA VALENCIANA;273;0;0;0;Concejales;1
4;202305;;;;;;PLATAFORMA 3R;273;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION DE VECINOS;272;0;0;0;Concejales;2
4;202305;;;;;;ALTERNATIVA POR YUNQUERA;272;0;0;0;Concejales;1
4;202305;;;;;;POR GUADALUPE AGRUPACION INDEPENDIENTE;271;0;0;0;Concejales;2
4;202305;;;;;;CONSTITUCIONALISTAS;270;0;0;0;Concejales;0
4;202305;;;;;;ZIEKO BAI;269;0;0;0;Concejales;4
4;202305;;;;;;AGRUPACION DE ELECTORES NOVOS AIRES POR AVION;269;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACION DE ELECTORES DE VILLANUEVA DEL RIO;268;0;0;0;Concejales;1
4;202305;;;;;;MOLLINA SOLUCIÓN INDEPENDIENTE;265;0;0;0;Concejales;1
4;202305;;;;;;XM POR MENDIGORRIA;263;0;0;0;Concejales;4
4;202305;;;;;;AGRUPACION POPULAR CIRBONERA;263;0;0;0;Concejales;1
4;202305;;;;;;VILLACAÑAS ES MAS;263;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACIÓN DE ELECTORES SOMOS ALCAUCÍN;261;0;0;0;Concejales;2
4;202305;;;;;;EL MASNOU ARA;261;0;0;0;Concejales;0
4;202305;;;;;;ELS VERDS-PODEM;261;0;0;0;Concejales;0
4;202305;;;;;;GRUPO INDEPENDIENTE DE NÍVAR;260;0;0;0;Concejales;4
4;202305;;;;;;COALICION INDEPENDIENTE VALLE DE ALLIN;260;0;0;0;Concejales;4
4;202305;;;;;;ADEPART;259;0;0;0;Concejales;7
4;202305;;;;;;CANDIDATURA INDEPENDIENTE DE VALDEPIELAGOS;259;0;0;0;Concejales;6
4;202305;;;;;;PARTIDO ROQUE DE GANDO;259;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION VILLATUERTA HERRI TALDEA;258;0;0;0;Concejales;4
4;202305;;;;;;PLATAFORMA INDEPENDIENTE GURE HERRIA;258;0;0;0;Concejales;3
4;202305;;;;;;PARTIDO PARA UN ESTADO DE MEJORA EQUITATIVA;258;0;0;0;Concejales;1
4;202305;;;;;;VIURE PER VINARÒS;258;0;0;0;Concejales;0
4;202305;;;;;;SOLUCIONS-EL PARTIT DE TOTS;258;0;0;0;Concejales;0
4;202305;;;;;;GABIRIA;257;0;0;0;Concejales;7
4;202305;;;;;;ALTERNATIVA POR NAVAJAS;257;0;0;0;Concejales;4
